Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Value
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2013","2013","23568"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2014","2014","22212.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2015","2015","21491.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2016","2016","21902.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2017","2017","23348.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","29958.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2019","2019","33535.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","39422.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","38172"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","45573.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","48978.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2000","2000","10563.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2001","2001","10697.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2002","2002","10723.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2003","2003","10156"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2004","2004","10189.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2005","2005","9976.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2006","2006","10203.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2007","2007","9694.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2008","2008","10163.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2009","2009","9948.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2010","2010","9977.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2011","2011","9805.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2012","2012","10075.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2013","2013","9940.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2014","2014","9969.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2015","2015","10018.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2016","2016","9786.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2017","2017","9998.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2018","2018","10214.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2019","2019","10474.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2020","2020","13503.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2021","2021","14759.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2022","2022","14249.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01233","Eggplants (aubergines)","2023","2023","16379.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2000","2000","4593.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2001","2001","4344.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2002","2002","3222.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2003","2003","3841"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2004","2004","5364.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2005","2005","3681.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2006","2006","2931.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2007","2007","4390.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2008","2008","4771.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2009","2009","4574.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2010","2010","4450"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2011","2011","4282.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2012","2012","4069.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2013","2013","4049.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2014","2014","4000"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2015","2015","3793.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2016","2016","4700"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2017","2017","3444.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2018","2018","3358.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2019","2019","2823.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2020","2020","1601.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2021","2021","1474.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2022","2022","1595.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01315","Figs","2023","2023","1624.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2000","2000","350.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2001","2001","379.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2002","2002","383"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2003","2003","395"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2004","2004","422.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2005","2005","458.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2006","2006","387.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2007","2007","471.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2008","2008","487.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2009","2009","412.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2010","2010","465.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2011","2011","363.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2012","2012","453.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2013","2013","442.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2014","2014","446.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2015","2015","446.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2016","2016","465"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2017","2017","471.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2018","2018","465.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2019","2019","666.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2020","2020","500"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2021","2021","666.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2022","2022","750"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01657","Ginger, raw","2023","2023","833.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2000","2000","4098"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2001","2001","4130.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2002","2002","4080"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2003","2003","3973.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2004","2004","3776.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2005","2005","3716"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2006","2006","3358.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2007","2007","4918.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2008","2008","4954.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2009","2009","4227.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2010","2010","4217.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2011","2011","4203.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2012","2012","4211"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2013","2013","4315.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2014","2014","4299.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2015","2015","4457.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2016","2016","4496.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2017","2017","4260.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2018","2018","4368.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2019","2019","5238.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2020","2020","5679.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2021","2021","6709.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2022","2022","4270.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01330","Grapes","2023","2023","3895.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2000","2000","8844.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2001","2001","8059.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2002","2002","8133.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2003","2003","8198.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2004","2004","8246.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2005","2005","8469.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2006","2006","8184.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2007","2007","8013"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2008","2008","7852.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2009","2009","8041.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2010","2010","8347.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2011","2011","8481.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2012","2012","8471.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2013","2013","8547.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2014","2014","8677.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2015","2015","9168.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2016","2016","8998.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2017","2017","9108.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2018","2018","9330.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2019","2019","9291.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2020","2020","9085.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2021","2021","9549.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2022","2022","8579.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01252","Green garlic","2023","2023","8880.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2000","2000","1121.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2001","2001","1017.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2002","2002","1043.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2003","2003","1120.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2004","2004","722.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2005","2005","737.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2006","2006","790.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2007","2007","878.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2008","2008","921.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2009","2009","608.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2010","2010","817.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2011","2011","920.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2012","2012","996.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2013","2013","1074.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2014","2014","900.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2015","2015","997.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2016","2016","794.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2017","2017","868.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2018","2018","986.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2019","2019","918.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2020","2020","892.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2021","2021","943"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2022","2022","885.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","846.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2000","2000","694"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2001","2001","684.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2002","2002","679.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2003","2003","678"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2004","2004","656.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2005","2005","660.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2006","2006","643.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2007","2007","640.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2008","2008","639.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2009","2009","625.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2010","2010","647"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2011","2011","621.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2012","2012","597.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2013","2013","570.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2014","2014","494.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2015","2015","440.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2016","2016","470.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01449.02","Hempseed","2017","2017","625"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2000","2000","1047.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2001","2001","1050"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2002","2002","1074.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2003","2003","1084.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2004","2004","1074.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2005","2005","1079.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2006","2006","1084"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2007","2007","1088.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2008","2008","1093.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2009","2009","1098.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2010","2010","1103.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2011","2011","1108.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2012","2012","1113.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2013","2013","1118.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2014","2014","1119.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2015","2015","1121.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2016","2016","1119.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2017","2017","1120.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2018","2018","1120.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2019","2019","1120.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2020","2020","1120.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2021","2021","1120.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2022","2022","1120.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.01","Jute, raw or retted","2023","2023","1120.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2000","2000","694"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2001","2001","684.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2002","2002","708.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2003","2003","695.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2004","2004","611.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2005","2005","611.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2006","2006","620.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2007","2007","635.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2008","2008","624.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2009","2009","620.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2010","2010","615.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2011","2011","611.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2012","2012","607.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2013","2013","603.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2014","2014","606.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2015","2015","605.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2016","2016","604.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2017","2017","605.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2018","2018","605.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2019","2019","605.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2020","2020","605.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2021","2021","605.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","605.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2023","2023","605.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2000","2000","9620.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2001","2001","9359"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2002","2002","9315.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2003","2003","10057.1"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2004","2004","10500"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2005","2005","12779.2"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2006","2006","12785.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2007","2007","7621.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2008","2008","11507"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2009","2009","10662.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2010","2010","10836.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2011","2011","10191.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2012","2012","11082.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2013","2013","10796.6"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2014","2014","11020.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2015","2015","12423.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2016","2016","5640.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2017","2017","5627.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2018","2018","5405.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2019","2019","5718.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2020","2020","6101.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2021","2021","8218.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2022","2022","8343.4"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01322","Lemons and limes","2023","2023","8127"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2000","2000","646"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2001","2001","584.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2002","2002","584.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2003","2003","595.9"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2004","2004","602.7"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2005","2005","596.8"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2006","2006","528"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2007","2007","538.5"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2008","2008","480.3"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2009","2009","466"
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","01704","Lentils, dry","2010","2010","454.2"
